id,sis_id,iso_ortho_gs_response,iso_ortho_gs_score,ortho_iso_gs_response,ortho_iso_gs_score,iso_ortho_hz_response,iso_ortho_hz_score,ortho_iso_hz_response,ortho_iso_hz_score,confidence_iso_ortho_ortho_iso,total_score,participated_in_treatment
252374,429689551,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
245441,651214418,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
211664,289110631,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
273536,737717585,D,1,B,1,"E,M",1,G,1,"Agree,Neutral",4,TRUE
234318,755860238,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
253521,718931068,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
196570,890953314,D,1,B,1,"E,M",1,G,1,"Strongly agree,Agree",4,TRUE
254347,532274936,D,1,B,1,"E,M",1,G,1,"Strongly agree,Agree",4,TRUE
218608,363105428,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
280853,726338176,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
258426,915512348,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
256869,220335998,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
248894,453995786,D,1,B,1,"E,M",1,G,1,"Neutral,Agree",4,TRUE
247343,843754953,D,1,B,1,"E,M",1,G,1,"Neutral,Agree",4,TRUE
244635,201238199,D,1,B,1,"E,M",1,G,1,"Agree,Neutral",4,TRUE
255868,735024267,D,1,B,1,"E,M",1,G,1,"Strongly agree,Agree",4,TRUE
259708,326738111,D,1,B,1,"E,M",1,G,1,"Disagree,Disagree",4,TRUE
259045,577047884,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
262479,658581974,D,1,B,1,"E,M",1,G,1,"Neutral,Agree",4,TRUE
266077,214778979,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
168453,810194259,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
253198,233038984,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
254333,991193190,D,1,B,1,"E,M",1,G,1,"Strongly agree,Agree",4,TRUE
247726,103629858,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
258437,321222570,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
227527,279238711,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
255792,649793174,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
243494,836233543,D,1,B,1,"E,M",1,G,1,"Agree,Strongly agree",4,TRUE
258379,404078324,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
250220,457782542,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
238280,226880153,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
222796,592630920,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
258450,101835914,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
253146,219515561,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
232603,735639528,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
253364,685344827,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
242766,742914108,D,1,B,1,"E,M",1,G,1,"Strongly agree,Strongly agree",4,TRUE
285713,150309961,D,1,B,1,"E,M",1,G,1,"Agree,Neutral",4,TRUE
201936,736595416,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
256458,203434628,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
248231,982163993,D,1,B,1,"E,M",1,G,1,"Agree,Neutral",4,TRUE
263966,447633666,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
253767,772020660,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
179856,106390643,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
246735,848051990,D,1,B,1,"E,M",1,G,1,"Neutral,Neutral",4,TRUE
251143,308496059,D,1,B,1,"E,M",1,G,1,"Agree,Agree",4,TRUE
