id,sis_id,iso_ortho_gs_response,iso_ortho_gs_score,ortho_iso_gs_response,ortho_iso_gs_score,iso_ortho_hz_response,iso_ortho_hz_score,ortho_iso_hz_response,ortho_iso_hz_score,confidence_iso_ortho_ortho_iso,total_score,participated_in_treatment
253364,685344827,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
259708,326738111,B,1,D,1,"G,N",1,H,1,"Disagree,Disagree",4,TRUE
259548,555203276,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
232706,583753793,B,1,D,1,"G,N",1,H,1,"Neutral,Agree",4,TRUE
253521,718931068,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
238280,226880153,B,1,D,1,"G,N",1,H,1,"Neutral,Neutral",4,TRUE
257654,235207585,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
252210,541707756,B,1,D,1,"G,N",1,H,1,"Agree,Strongly agree",4,TRUE
251417,564312298,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
250257,835115086,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
271906,425944586,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
282515,385567463,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
234318,755860238,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
35583,778875395,B,1,D,1,"G,N",1,H,1,"Agree,Strongly agree",4,TRUE
255792,649793174,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
258347,301722885,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
253146,219515561,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
251929,309166967,B,1,D,1,"G,N",1,H,1,"Neutral,Neutral",4,TRUE
264991,261232514,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
269234,748171565,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
268552,444858819,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
244484,715068174,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
245441,651214418,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
253067,469980212,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
258426,915512348,B,1,D,1,"G,N",1,H,1,"Neutral,Neutral",4,TRUE
218107,962480086,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
252122,349985043,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
256975,162386753,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
201936,736595416,B,1,D,1,"G,N",1,H,1,"Neutral,Neutral",4,TRUE
254347,532274936,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
253090,120844031,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
258379,404078324,B,1,D,1,"G,N",1,H,1,"Strongly agree,Strongly agree",4,TRUE
258437,321222570,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
245110,133049715,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
257927,620609500,B,1,D,1,"G,N",1,H,1,"Disagree,Disagree",4,TRUE
244710,439766768,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
243494,836233543,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
251143,308496059,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
197585,676346898,B,1,D,1,"G,N",1,H,1,"Strongly disagree,Strongly disagree",4,TRUE
282181,225095890,B,1,D,1,"G,N",1,H,1,"Agree,Strongly agree",4,TRUE
253767,772020660,B,1,D,1,"G,N",1,H,1,"Agree,Agree",4,TRUE
